"","my.paths","FPD","SES.FPD"
"1","Acanthacris_ruficornis",243.371199813953,-1.69655932959533
"2","Achatina_fulica",251.646049802765,-2.9424396164666
"3","Acoloithus_falsarius",NA,NA
"4","Adoretus_sinicus",219.386410846938,-7.60115634309686
"5","Agriotes_lineatus",364.572222557384,14.1745476015603
"6","Agrotis_segetum",250.828640346578,-2.14201693083591
"7","Albonectria_rigidiuscula",267.234872655633,0.385779591700739
"8","Aleurocanthus_spiniferus",245.210727988372,-3.03272292922191
"9","Alfalfa_mosaic_virus",244.926651663551,-2.46685938256371
"10","Alternaria_alternata",272.104279267643,3.86542004486233
"11","Altica_ampelophaga",NA,NA
"12","Ameroseius_pavidus",NA,NA
"13","Ametastegia",245.88453440249,-3.42500194015277
"14","Ampelophaga_rubiginosa",126.9246216,-3.81428148822533
"15","Amphicerus_bicaudatus",NA,NA
"16","Amphicerus_bimaculatus",242.574508,-0.252321761108914
"17","Amyelois_transitella",242.574507657895,-1.60568973960873
"18","Anacridium_rubrispinum",244.097751105263,-1.00986144259275
"19","Anastrepha_fraterculus",243.924336878378,-3.01823465610763
"20","Anomala_cuprea",294.126947125,0.959972338253681
"21","Anomala_dubia",650.100056,4.84198740939879
"22","Antispila_oinophylla",NA,NA
"23","Anystis_baccarum",242.574508,-0.278505454070485
"24","Aonidiella_aurantii",267.626978988879,2.02897026145111
"25","Aonidiella_inornata",259.834956202357,-0.759623658276942
"26","Aonidiella_orientalis",248.207865939363,-7.22124577644569
"27","Apate_monachus",243.325979323944,-3.05047943457222
"28","Aphis_fabae",246.0490564698,-3.91967858033998
"29","Aphis_gossypii",246.587484882359,-2.60661293356964
"30","Aphis_illinoisensis",NA,NA
"31","Aphis_spiraecola",245.740364271186,-4.29276231280091
"32","Arabis_mosaic_virus",249.205901573263,-2.31225153976216
"33","Arboridia_adanae",NA,NA
"34","Arboridia_kakogowana",NA,NA
"35","Argyrotaenia_ljungiana",324.0796176,1.64219453772408
"36","Armillaria_luteobubalina",255.74972480618,-1.90798332104567
"37","Armillaria_mellea",288.564516276891,11.3542154468222
"38","Artichoke_Italian_latent_virus",248.314547846154,-0.686599825909473
"39","Aspergillus_niger",256.757750522216,-1.59541225480455
"40","Aspidiotus_destructor",246.049298087794,-6.9644263338923
"41","Aspidiotus_ligusticus",245.604105619048,-1.00101465793777
"42","Aspidiotus_nerii",271.748857500776,4.93033268227967
"43","Asterococcus_muratae",243.937433975123,-3.38304633834328
"44","Asymmetrasca_decedens",242.706777108108,-2.27808772376277
"45","Autographa_gamma",245.709633822236,-1.4645850232092
"46","Bactrocera_tryoni",246.921143106383,-2.43817942697553
"47","Botryosphaeria_dothidea",264.571448044301,0.290058289591953
"48","Botryosphaeria_obtusa",271.287498710199,1.53105313468993
"49","Botryosphaeria_parva",277.767139263687,3.19322063871534
"50","Botryosphaeria_stevensii",323.449819743842,10.766143885239
"51","Botryotinia_fuckeliana",281.509261145581,8.23513683506253
"52","Botryotinia_pseudofuckeliana",245.51088760006,-0.49782144772249
"53","Botrytis_prunorum",244.20583,-0.400979698209315
"54","Botrytis_pseudocinerea",247.042911347839,-1.08050120098442
"55","Brevipalpus_californicus",253.787548453846,-1.36342710842126
"56","Brevipalpus_chilensis",222.236013944444,-3.08457044756423
"57","Brevipalpus_lewisi",242.57450745,-1.18131627319054
"58","Broad_bean_wilt_virus",245.371059964307,-1.18329227126787
"59","Cactodera_milleri",247.468474,-0.276289033872693
"60","Cadra_figulilella",271.51613,0.108284994844181
"61","Calepitrimerus_vitis",NA,NA
"62","Campylocarpon_fasciculare",NA,NA
"63","Candidatus_Phytoplasma_asteris",262.998634598565,-0.213201460631544
"64","Candidatus_Phytoplasma_australiense",244.703913959457,-2.07189155125945
"65","Candidatus_Phytoplasma_solani",245.432150464422,-3.53404676636921
"66","Carnation_ringspot_virus",246.83034225,-0.790645474521411
"67","Ceratitis_capitata",246.748605355265,-3.75882588792227
"68","Ceratitis_rosa",246.644988316547,-2.47358758101784
"69","Ceresa_alta",218.563899492891,-8.04013335075077
"70","Ceroplastes_actiniformis",246.428652542551,-2.06656685173494
"71","Ceroplastes_cirripediformis",251.009209703552,-4.56504481004773
"72","Ceroplastes_rusci",250.377945641357,-4.26917210791016
"73","Ceroplastes_sinensis",242.941555075,-1.73227957287426
"74","Cerosterna_scabrator",242.5745077125,-2.31824402331434
"75","Chaetocnema_confinis",243.955354262778,-2.87600710977854
"76","Cherry_leaf_roll_virus",244.3281788,-2.55022125931494
"77","Chinavia_hilaris",245.465808380953,-4.09037265099987
"78","Chlidaspis_asiatica",242.574507691489,-2.67445590139394
"79","Chorizococcus_viticola",NA,NA
"80","Chrysomphalus_aonidum",272.131818052153,3.63707014414843
"81","Chrysomphalus_dictyospermi",266.057197041322,1.26155506154297
"82","Chrysomphalus_pinnulifer",271.576228753445,1.9243961568992
"83","Citrus_exocortis_viroid",244.419773508202,-1.86359265632266
"84","clover_phyllody_phytoplasma",205.800187336133,-8.0169684167929
"85","Cnephasia_longana",242.574507607143,-1.9060031830296
"86","Coccus_hesperidum_hesperidum",277.233139256572,7.96081626352127
"87","Coccus_longulus",241.943613723566,-8.59396899696019
"88","Coccus_microogenes",NA,NA
"89","Colaspis_caligula",NA,NA
"90","Colletotrichum_acutatum",333.883924296142,14.5920068562794
"91","Colletotrichum_capsici",232.342377595056,-6.83286356511103
"92","Colletotrichum_nymphaeae",245.867304088141,-1.32394655107333
"93","Colomerus_vitis",247.468473777778,-0.825183363979398
"94","Comstockaspis_perniciosa",261.353439894361,-0.876324811757523
"95","Coniella_diplodiella",171.7382126,-2.54199471540355
"96","Coniella_petrakii",243.79799925,-0.483030177030845
"97","Conogethes_punctiferalis",254.198464516613,-0.911092033834667
"98","Conotrachelus_nenuphar",242.341304470106,-2.8719510885914
"99","Cornu_aspersum",251.203493857164,-2.5940593439747
"100","Costelytra_zealandica",243.846978557061,-3.0382027087067
"101","Cotinis_nitida",242.574508,-0.439915330092018
"102","Crenulaspidiotus_lahillei",243.48856590625,-1.36701966535375
"103","Criconema_mutabile",298.533242596882,9.86042452685751
"104","Criconema_permistum",NA,NA
"105","Criconemella",284.298380666675,3.65307186260312
"106","Criconemella_xenoplax",242.574508,-0.349055589745214
"107","Criconemoides_sp.",258.829316895697,-1.72352816895676
"108","Crocidosema_plebejana",244.070880708861,-3.09038413034785
"109","Crypticerya_palmeri",242.574507882353,-1.08349148501972
"110","Cryptinglisia_lounsburyi",243.924567241379,-1.30021832929207
"111","Ctenopseustis_obliquana",244.743424386364,-2.2872820575487
"112","Cucumber_mosaic_virus",251.703830225811,-2.39330514397193
"113","Cylindrocarpon_liriodendri",290.6452258,1.03929565738707
"114","Cylindrocarpon_olidum",325.661162375,1.97749912669798
"115","Cylindrocarpon_olidum_var. crassum",NA,NA
"116","Cylindrocladiella_lageniformis",NA,NA
"117","Cylindrocladiella_parva",315.241556,3.21954742809199
"118","Cylindrocladium_peruvianum",272.733835499989,0.451911180703741
"119","Dactylonectria_pauciseptata",391.728824,5.09295173050101
"120","Deilephila_elpenor",224.617207508197,-3.85515214712889
"121","Diabrotica_speciosa",246.767444340659,-1.95274204791482
"122","Diaporthe_ambigua",245.973095222222,-1.37271422834216
"123","Diaporthe_eres",292.791586515989,5.78863781839758
