"","my.paths","FPD","SES.FPD"
"1","Acanthacris_ruficornis",235.280286066667,-2.10039723497689
"2","Achatina_fulica",264.99800649,-0.644738879535162
"3","Acoloithus_falsarius",NA,NA
"4","Adoretus_sinicus",252.391072128205,-1.74184341486049
"5","Agriotes_lineatus",257.908140605263,-1.14623298703527
"6","Agrotis_segetum",253.379847136364,-2.0085270154982
"7","Albonectria_rigidiuscula",267.048395380952,-0.123913883814654
"8","Aleurocanthus_spiniferus",263.387586954545,-0.44919470550439
"9","Alfalfa_mosaic_virus",236.3412294,-3.42862632762898
"10","Alternaria_alternata",263.876781419214,-1.60981390057406
"11","Altica_ampelophaga",NA,NA
"12","Ameroseius_pavidus",NA,NA
"13","Ametastegia",238.113578533333,-1.98385210404535
"14","Ampelophaga_rubiginosa",0.594936,-4.32739176420321
"15","Amphicerus_bicaudatus",NA,NA
"16","Amphicerus_bimaculatus",233.75492,-0.494511622422236
"17","Amyelois_transitella",233.974014916667,-1.90902093473462
"18","Anacridium_rubrispinum",281.358775,0.33483423429016
"19","Anastrepha_fraterculus",244.713295509434,-2.99509060251044
"20","Anomala_cuprea",235.613069166667,-1.29689813282073
"21","Anomala_dubia",NA,NA
"22","Antispila_oinophylla",NA,NA
"23","Anystis_baccarum",233.75492,-0.56398536371009
"24","Aonidiella_aurantii",258.487376546296,-1.89302274864186
"25","Aonidiella_inornata",290.357874909091,1.65025628804779
"26","Aonidiella_orientalis",256.412847293578,-2.24637674245377
"27","Apate_monachus",249.905105185185,-1.64099252927561
"28","Aphis_fabae",242.14396012069,-3.42440533312618
"29","Aphis_gossypii",254.071417786667,-2.14200472370577
"30","Aphis_illinoisensis",NA,NA
"31","Aphis_spiraecola",254.577416245902,-1.91106881406592
"32","Arabis_mosaic_virus",246.541208923077,-1.91123618668428
"33","Arboridia_adanae",NA,NA
"34","Arboridia_kakogowana",NA,NA
"35","Argyrotaenia_ljungiana",235.069479333333,-0.919016766721054
"36","Armillaria_luteobubalina",240.217234896552,-2.46809174657587
"37","Armillaria_mellea",245.609448137255,-3.99763177126101
"38","Artichoke_Italian_latent_virus",238.3310135,-0.654677534853209
"39","Aspergillus_niger",265.491025387324,-0.730949103095655
"40","Aspidiotus_destructor",269.347187593496,0.137360672427399
"41","Aspidiotus_ligusticus",238.331011,-0.528327063709335
"42","Aspidiotus_nerii",261.178394780303,-1.62588480350219
"43","Asterococcus_muratae",234.949102647059,-2.30284438290218
"44","Asymmetrasca_decedens",234.724389347826,-2.8125033134796
"45","Autographa_gamma",248.272571,-1.60930524413
"46","Bactrocera_tryoni",249.677654419753,-2.91124162442443
"47","Botryosphaeria_dothidea",236.074170101695,-4.2721727428555
"48","Botryosphaeria_obtusa",238.7987349,-3.36387420348373
"49","Botryosphaeria_parva",244.986466636364,-2.62074630542566
"50","Botryosphaeria_stevensii",246.989367913043,-1.70339985783797
"51","Botryotinia_fuckeliana",251.837108396907,-4.41152124019343
"52","Botryotinia_pseudofuckeliana",236.805649666667,-0.887302363874594
"53","Botrytis_prunorum",236.156657666667,-0.937933771000227
"54","Botrytis_pseudocinerea",237.186991,-1.03188060785086
"55","Brevipalpus_californicus",247.720319409091,-1.68813871876492
"56","Brevipalpus_chilensis",256.53056,-0.4681881897266
"57","Brevipalpus_lewisi",233.974014166667,-1.40364044152188
"58","Broad_bean_wilt_virus",236.656840695652,-2.59916225926334
"59","Cactodera_milleri",238.331012,-0.497629066030783
"60","Cadra_figulilella",376.566485,1.75311385043084
"61","Calepitrimerus_vitis",NA,NA
"62","Campylocarpon_fasciculare",NA,NA
"63","Candidatus_Phytoplasma_asteris",261.0710555,-1.38783835499234
"64","Candidatus_Phytoplasma_australiense",235.470134923077,-1.95214276594035
"65","Candidatus_Phytoplasma_solani",245.112062262295,-3.12950297554037
"66","Carnation_ringspot_virus",235.06947975,-1.15116512997821
"67","Ceratitis_capitata",244.259039644231,-4.35369981033116
"68","Ceratitis_rosa",247.450772555556,-2.89679246336771
"69","Ceresa_alta",225.74610252,-5.08704838133411
"70","Ceroplastes_actiniformis",310.618843545455,2.27489941508088
"71","Ceroplastes_cirripediformis",243.101431589744,-3.79292476720125
"72","Ceroplastes_rusci",267.028167785714,-0.215736790271536
"73","Ceroplastes_sinensis",233.993933,-1.94948518555907
"74","Cerosterna_scabrator",NA,NA
"75","Chaetocnema_confinis",254.4338604,-1.26542920180941
"76","Cherry_leaf_roll_virus",236.825691,-1.97964937925672
"77","Chinavia_hilaris",241.725429023256,-3.0301308327302
"78","Chlidaspis_asiatica",235.0694795,-2.455192134708
"79","Chorizococcus_viticola",NA,NA
"80","Chrysomphalus_aonidum",261.864456708861,-1.03855937078952
"81","Chrysomphalus_dictyospermi",260.910076521008,-1.48645632953675
"82","Chrysomphalus_pinnulifer",280.274491942857,1.07530750974406
