"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs"
"Acanthacris_ruficornis",16,144.866622541667,306.578361565236,45.1124411476535,1,-3.58463729538122,0.01,99
"Achatina_fulica",129,274.634689873304,310.253086390878,16.6116152859988,2,-2.1441862157496,0.02,99
"Acoloithus_falsarius",1,NA,NA,NA,NA,NA,NA,99
"Adoretus_sinicus",42,270.365015860627,313.683827613487,28.2198520819329,8,-1.53504744203083,0.08,99
"Agriotes_lineatus",39,230.414762650472,311.650985284614,30.33638646907,1,-2.67784769675741,0.01,99
"Agrotis_segetum",81,265.898019708642,312.782297459764,20.9819658569283,1,-2.23450357658652,0.01,99
"Albonectria_rigidiuscula",47,318.419445641073,306.781696254758,24.5862941490454,75,0.473342965628126,0.75,99
"Aleurocanthus_spiniferus",26,243.467598923077,309.322460390148,34.4079954599208,2,-1.91394065788517,0.02,99
"Alfalfa_mosaic_virus",67,194.780767122569,315.396274797829,24.6678120008731,1,-4.88959084295725,0.01,99
"Alternaria_alternata",663,301.81238866016,311.541164748998,7.32722244556385,10,-1.32775770916143,0.1,99
"Altica_ampelophaga",1,NA,NA,NA,NA,NA,NA,99
"Amaranthus_blitum",11,267.101680290909,312.417811757208,63.8172771287794,30,-0.71009189838755,0.3,99
"Ameroseius_pavidus",1,NA,NA,NA,NA,NA,NA,99
"Ametastegia",18,166.168345908497,312.635639235558,44.6131091082516,1,-3.28305505387812,0.01,99
"Ampelophaga_rubiginosa",4,138.7263785,298.252706508417,95.6651780819821,1,-1.66754853967562,0.01,99
"Amphicerus_bicaudatus",1,NA,NA,NA,NA,NA,NA,99
"Amphicerus_bimaculatus",2,233.75492,301.84341250505,147.312426789576,24,-0.462204676067888,0.24,99
"Amyelois_transitella",13,116.564409,306.039655110075,49.4140354323151,1,-3.83444186357961,0.01,99
"Anacridium_rubrispinum",5,268.867705,311.69778680202,91.7198573087428,37,-0.466966293436848,0.37,99
"Anagallis_arvensis",37,262.69641781982,313.932408230958,30.7835621424969,3,-1.66439446396643,0.03,99
"Anastrepha_fraterculus",58,229.04007146824,310.086709975954,26.1075575136381,1,-3.10433630052821,0.01,99
"Anomala_cuprea",8,284.875799892857,317.443542460678,75.3053949781702,42,-0.432475556064237,0.42,99
"Anomala_dubia",2,704.469353,317.889947323232,158.402020794977,89,2.44049541626193,0.89,99
"Antispila_oinophylla",1,NA,NA,NA,NA,NA,NA,99
"Anystis_baccarum",2,233.75492,301.84341250505,147.312426789576,24,-0.462204676067888,0.24,99
"Aonidiella_aurantii",160,301.25129626478,311.633525755074,14.0662607531484,24,-0.738094485271829,0.24,99
