"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs"
"Acanthacris_ruficornis",2,123.7342365,136.664109167156,58.8552134161913,388.5,-0.219689504406747,0.3885,999
"Achatina_fulica",68,238.854661712205,272.360188193157,19.7707271448414,27,-1.694703803026,0.027,999
"Agriotes_lineatus",4,366.40748175,208.056367810341,63.4691375771671,957,2.49493092209,0.957,999
"Agrotis_segetum",26,285.892246351659,264.954032786288,30.5437180257256,745,0.685516201653509,0.745,999
"Albonectria_rigidiuscula",51,268.78333855493,270.200796262264,22.6685762643319,506,-0.062529630921904,0.506,999
"Aleurocanthus_spiniferus",7,210.645462040767,234.976796100735,49.8125405655135,423,-0.488458002417423,0.423,999
"Alfalfa_mosaic_virus",36,210.997051030864,268.264580696159,26.9882315624558,1,-2.12194450506202,0.001,999
"Alternaria_alternata",791,275.336738086395,275.207447673574,5.37070410140087,520,0.0240732705396398,0.52,999
"Ampeloglypter_ater",1,NA,NA,NA,NA,NA,NA,999
"Ampelophaga_rubiginosa",4,165.977171875,204.513301059924,59.5162516227115,101,-0.647489183781508,0.101,999
"Amyelois_transitella",1,NA,NA,NA,NA,NA,NA,999
"Anacridium_rubrispinum",2,118.578604,141.583288545534,65.0134004577066,239.5,-0.353845274721466,0.2395,999
"Anastrepha_fraterculus",20,210.217061035,261.399977533787,32.4004139800099,1,-1.57969946095026,0.001,999
"Anomala_cuprea",1,NA,NA,NA,NA,NA,NA,999
"Anomala_dubia",1,NA,NA,NA,NA,NA,NA,999
"Aonidiella_aurantii",173,300.512869998964,274.584884287788,11.7147913906014,979,2.21326909260859,0.979,999
"Aonidiella_inornata",21,309.414352417215,262.245635017316,32.0684812591526,915,1.47087468903557,0.915,999
"Aonidiella_orientalis",161,262.090185301383,273.920232431805,12.399544583417,176,-0.954071099211471,0.176,999
"Apate_monachus",9,198.643756296296,245.512030009468,49.2692850551706,28,-0.951267583052803,0.028,999
"Aphis_fabae",34,229.676274610744,268.261707254566,27.1801340813064,17,-1.4196189219817,0.017,999
"Aphis_gossypii",20,225.55870649,262.704691945865,34.1021606953071,67,-1.08925606760679,0.067,999
"Aphis_spiraecola",16,201.944401226563,257.652430222792,37.980670724365,1,-1.46674684606061,0.001,999
"Apolygus_spinolae",2,123.734237,135.692611857448,60.3214383738919,623,-0.198244192774818,0.623,999
"Arabis_mosaic_virus",24,259.879008690972,265.676769531717,32.0522798278751,403,-0.180884507182625,0.403,999
"Argyrotaenia_ljungiana",1,NA,NA,NA,NA,NA,NA,999
"Armillaria_luteobubalina",35,309.453962788571,267.464121193446,27.0612254362574,924,1.55166075882381,0.924,999
"Armillaria_mellea",597,369.981583749834,274.960480484897,6.21192763965822,1000,15.2965566852877,1,999
"Artichoke_Italian_latent_virus",9,172.613862419753,242.702961128203,45.7250763630177,2,-1.53283721501093,0.002,999
"Aspergillus_niger",117,296.88299164184,272.920454907093,14.7467495389723,937,1.62493684939988,0.937,999
"Aspidiotus_destructor",128,264.273848411288,273.777822245188,14.5092424543778,270,-0.655028948877498,0.27,999
"Aspidiotus_ligusticus",3,163.263425333333,181.570305191632,61.7925309775057,476,-0.296263635243599,0.476,999
"Aspidiotus_nerii",417,286.716230651075,275.090589022892,7.74051778407313,932,1.50192040797364,0.932,999
"Asterococcus_muratae",12,226.158736749969,249.839989847972,42.6217189655845,442,-0.555614688303027,0.442,999
"Asterolecanium_pustulans",149,231.125949957497,274.11972249921,13.4615181420902,1,-3.19382792400539,0.001,999
"Asymmetrasca_decedens",2,104.2580585,142.094182934428,65.9535487308,55,-0.573678371559088,0.055,999
"Autographa_gamma",8,181.043192,242.619591337759,51.3845775895313,3,-1.19834398230617,0.003,999
"Bactrocera_tryoni",37,231.696159392497,268.614895436605,26.0991527038984,30,-1.41455688094401,0.03,999
"Botryosphaeria_dothidea",314,304.766409770259,274.864043457219,8.84285195086195,1000,3.38152967834379,1,999
"Botryosphaeria_sacchari",11,374.062755506847,254.213151052113,44.7035205013848,988,2.68098805442004,0.988,999
"Botryosphaeria_stevensii",60,390.041115928111,269.467268313026,20.4554834687407,1000,5.89445112843904,1,999
"Botryotinia_fuckeliana",931,306.02156467944,275.218702301493,4.81797962286003,1000,6.39331520453012,1,999
"Botrytis_cinerea",777,312.44332750479,274.940195203096,5.54002175311274,1000,6.76949188522995,1,999
"Botrytis_pseudocinerea",1,NA,NA,NA,NA,NA,NA,999
"Brevipalpus_californicus",13,284.153989349112,253.390960331393,40.1933133991305,764,0.765376785741305,0.764,999
"Brevipalpus_chilensis",8,204.28168284375,241.042779772452,50.1285386557384,112,-0.733336696311085,0.112,999
"Brevipalpus_lewisi",2,104.258058,134.724437985591,56.8098583309335,85,-0.536286850217363,0.085,999
"Cactodera_milleri",1,NA,NA,NA,NA,NA,NA,999
"Carnation_ringspot_virus",6,180.569072722222,232.165036595169,55.4728947040356,22,-0.930111257907615,0.022,999
"Ceratitis_capitata",82,236.160842464023,273.730728374306,17.353717830922,4,-2.16494737763562,0.004,999
"Ceratitis_rosa",44,228.255037785124,269.923244427353,23.4083307534813,2,-1.78005886370313,0.002,999
"Ceresa_alta",5,160.83940928,220.6894624876,58.2613776007246,7,-1.02726807487736,0.007,999
"Ceroplastes_actiniformis",8,215.101466218706,241.701199929663,48.7897386817103,385,-0.545191149403062,0.385,999
"Ceroplastes_cirripediformis",111,250.004707470761,272.891112309934,14.6379412404027,56,-1.56349888712519,0.056,999
"Ceroplastes_rusci",78,247.794187818484,270.654451441461,17.5056279246614,58,-1.30588081280832,0.058,999
"Ceroplastes_sinensis",2,123.7342365,136.727397916914,59.3172055127162,398,-0.219045406886681,0.398,999
"Cerosterna_scabrator",3,120.749822222222,184.475821157156,64.4725140998717,24,-0.98842118730191,0.024,999
"Chaetocnema_confinis",20,208.1328914,261.081734101292,33.8900594233271,1,-1.56237090174138,0.001,999
"Cherry_leaf_roll_virus",26,224.455503899408,266.065855443966,31.0214910148959,20,-1.34133950958636,0.02,999
"Chinavia_sp.",30,245.931437462222,265.891808064136,27.558868408125,298,-0.724281211634528,0.298,999
"Chlidaspis_asiatica",4,51.6088211250001,208.338198289663,63.0244737437523,1,-2.48680183831284,0.001,999
"Chrysomphalus_aonidum",176,299.090755476882,274.75260858423,11.9177378881467,974,2.04217840005182,0.974,999
"Chrysomphalus_dictyospermi",215,282.906837919979,274.399125457039,10.4564868596227,801,0.81363010130979,0.801,999
"Chrysomphalus_pinnulifer",47,291.218405012089,269.286826332052,23.4493480417315,828,0.935274560342013,0.828,999
"Citrus_exocortis_viroid",13,170.304402461539,256.19639373897,44.0056378472155,1,-1.95184061586933,0.001,999
"Cnephasia_longana",2,85.002788,140.698659014153,65.6124989174996,43,-0.848860688634713,0.043,999
"Coccus_hesperidum",409,323.733566747584,275.413149485219,7.64633320304213,1000,6.3194234385627,1,999
"Coccus_longulus",135,242.994098544296,272.997773014934,13.4255397353941,5,-2.23482072691188,0.005,999
"Colletotrichum_acutatum",106,300.360939581286,273.029015103797,15.5311606309895,945,1.75981210463777,0.945,999
"Colletotrichum_capsici",222,232.49363682532,274.527089701141,10.4632541277806,1,-4.01724476558591,0.001,999
"Colletotrichum_nymphaeae",26,240.297284831124,263.964670705062,29.884967416811,353,-0.791949529134326,0.353,999
"Coniella_diplodiella",5,170.49498512,216.50247977875,54.0189479308395,33,-0.851691793732337,0.033,999
"Conogethes_punctiferalis",8,308.17601409305,240.874826705254,49.4303569541338,887,1.36153553271412,0.887,999
"Conotrachelus_nenuphar",5,162.23028256,220.07896442698,58.2169809860725,13,-0.993673682268391,0.013,999
"Cornu_aspersum",29,235.044132342521,265.246717181716,28.8019777506437,176,-1.04862885113923,0.176,999
"Costelytra_zealandica",7,203.841081224563,236.960334198241,52.6632815777132,223,-0.628886996432332,0.223,999
"Crenulaspidiotus_lahillei",3,172.271083111111,183.312031515947,63.1360717739867,645,-0.174875441163967,0.645,999
"Criconema_mutabile",33,261.855348499541,267.482896714484,26.7027829452734,478,-0.210747629806112,0.478,999
"Criconemoides_sp.",83,325.353032616767,271.836397471627,17.2167396309723,998,3.108407067321,0.998,999
"Criconemoides_xenoplax",78,326.651775418475,272.16864864833,18.4085334328764,996,2.95966688323155,0.996,999
"Crocidosema_plebejana",18,136.342928561728,259.938907160596,35.7200587024298,1,-3.46012809297147,0.001,999
"Crypticerya_palmeri",2,112.701196,134.164819068061,54.5556900132119,160,-0.393425929776769,0.16,999
"Cryptinglisia_lounsburyi",4,122.4756225,207.276683746901,62.8411299284907,5,-1.34945156688619,0.005,999
"Ctenopseustis_obliquana",3,162.687589777778,182.968576946986,62.7861699892967,429,-0.323016791319899,0.429,999
"Cucumber_mosaic_virus",79,229.778021096635,271.991150084082,17.4730515190436,1,-2.41589907415078,0.001,999
"Cylindrocarpon_liriodendri",6,389.301696777778,227.999351148056,54.1343668649286,992,2.97966624477551,0.992,999
"Cylindrocladiella_parva",26,360.836805207692,263.65659379389,29.4614766869827,997,3.29855195129239,0.997,999
"Dactylonectria_macrodidyma",2,121.287254,136.277725692189,53.9912230969169,283.5,-0.277646454966958,0.2835,999
"Dactylonectria_pauciseptata",2,325.050028,141.649465890389,65.5388856844587,968.5,2.79834727420612,0.9685,999
"Daktulosphaira_vitifoliae",4,63.00063275,210.119285681411,65.187831991034,1,-2.25684224245478,0.001,999
"Deilephila_elpenor",19,219.099696554017,259.01990072977,35.1407175340675,22,-1.13600993312251,0.022,999
"Diabrotica_speciosa",10,214.957995060054,250.859555069322,46.9007113315447,187,-0.765480074608617,0.187,999
"Diaporthe_cotoneastri",244,294.958886490219,274.47031672642,10.0116521563635,971,2.04647239474621,0.971,999
"Diaporthe_rudis",65,224.79384252213,271.989904790374,20.0249147737385,1,-2.35686707291954,0.001,999
"Diaspidiotus_osborni",28,170.957375533163,264.931903172012,28.7646883909077,1,-3.26701010495053,0.001,999
"Diaspidiotus_perniciosus",124,224.659876489591,273.159868658064,14.0826906532708,1,-3.44394358738602,0.001,999
"Diaspidiotus_uvae",23,226.403019153119,263.29158140902,31.58149963416,53,-1.16804340146029,0.053,999
"Diplodia_africana",1,NA,NA,NA,NA,NA,NA,999
"Diplodia_corticola",21,133.287720335601,263.292601434353,33.5949332281434,1,-3.86977643967582,0.001,999
"Ditylenchus_dipsaci",332,239.124223144831,274.863579000203,8.69650261490347,1,-4.10962399920683,0.001,999
"Ditylenchus_sp.",46,251.09040076276,268.668400243814,22.1590573096471,194,-0.793264769138068,0.194,999
"Dociostaurus_maroccanus",12,210.186611208333,253.457119790781,43.9930131642449,36,-0.983576833459892,0.036,999
"Drosophila_melanogaster",5,186.80479232,219.961007620185,57.1670665595101,187,-0.579988047238166,0.187,999
"Drosophila_simulans",2,123.7342365,140.360526707707,63.807852383836,381.5,-0.260568089765684,0.3815,999
"Drosophila_suzukii",41,242.385879371803,268.707170920145,24.7263187398653,199,-1.06450506544291,0.199,999
"Duplaspidiotus_fossor",2,121.287254,135.06091651001,55.4326088448109,312,-0.248475812288951,0.312,999
"Duplaspidiotus_tesseratus",18,226.393579140237,261.482651998834,37.5944645322062,135,-0.933357431611699,0.135,999
"Dysmicoccus_brevipes",106,254.929196278867,273.48278762623,15.2792330077417,107,-1.21430122428016,0.107,999
"Dysmicoccus_sp.",3,157.426615111111,181.371816760762,60.1347764844606,226,-0.398192244978883,0.226,999
"Edwardsiana_rosae",2,85.002788,139.506228451448,61.4376957111414,32,-0.887133539443025,0.032,999
"Elsinoe_ampelina",11,94.159038214876,251.993130449439,46.1336006670123,1,-3.42123939932184,0.001,999
"Empoasca_decipiens",3,156.322902666667,186.344825085525,67.0819988063043,180.5,-0.447540665947432,0.1805,999
"Endoclita_signifer",13,197.557201443759,253.233425702638,40.8156282090116,2,-1.36409083240783,0.002,999
"Eotetranychus_carpini",1,NA,NA,NA,NA,NA,NA,999
"Epicoccum_nigrum",167,333.810796307614,274.053869263123,12.282598671696,1000,4.86516971218755,1,999
"Epiphyas_postvittana",61,224.311058893846,271.178363981327,19.9164561239063,1,-2.35319500597421,0.001,999
"Erysiphe_necator",27,115.298107039552,265.604611592242,30.2296874686095,1,-4.97214880930435,0.001,999
"Erythroneura_comes",1,NA,NA,NA,NA,NA,NA,999
"Erythroneura_elegantula",2,94.5611795000001,139.218422122617,61.9117298601451,51,-0.721305037405593,0.051,999
"Eudocima_phalonia",13,299.320702911243,254.70410655796,40.4714398403385,866,1.10242177024828,0.866,999
"Eulecanium_tiliae",60,207.728741828333,270.126331085413,19.6212995569195,1,-3.18009462503086,0.001,999
"Euproctis_chrysorrhoea",31,193.224820899064,265.431335092403,26.8842198367181,1,-2.68583260484729,0.001,999
"Eurhizococcus_brasiliensis",18,215.814990845729,259.100035186014,34.6860648882437,11,-1.24790876335342,0.011,999
"Eutypa_lata",120,228.66678734875,273.316516307725,13.9215862218908,1,-3.20722999860218,0.001,999
"Ferrisia_cristinae",5,204.608715359936,219.92261604422,58.3963985565169,704,-0.262240498777733,0.704,999
"Ferrisia_sp.",13,230.448649736568,255.493180918039,42.7043412983433,490,-0.586463352906053,0.49,999
"Ferrisia_virgata",175,235.407113864354,274.566429377054,11.6706970225734,1,-3.35535362086419,0.001,999
"Fomitiporia_mediterranea",8,197.27139109375,239.737799110937,49.4478632761969,38,-0.858811790915735,0.038,999
"Forficula_auricularia",4,153.568906875,209.063475123837,64.0729019693368,31,-0.866116041932911,0.031,999
"Formicococcus_robustus",13,270.299850674556,255.347877420308,42.0193210262334,592,0.355835670093605,0.592,999
"Frankliniella_occidentalis",33,230.193942468325,267.671048566975,26.7544822791288,30,-1.40077859506501,0.03,999
"Fusarium_gibbosum",154,286.65277641563,273.93074941635,12.5443297292713,841,1.014165545218,0.841,999
"Fusarium_graminearum",100,222.644821189839,273.001255683996,15.6304839409246,1,-3.22168108706545,0.001,999
"Fusarium_oxysporum",514,326.562582946969,274.947082174753,7.01860309540424,1000,7.35409882431075,1,999
"Fusarium_proliferatum",10,375.74025286,248.615994531175,45.2970827387983,983,2.80645575040397,0.983,999
"Geococcus_coffeae",40,244.147812741498,269.432720686123,24.665612648664,188,-1.0251076389134,0.188,999
"Globisporangium_irregulare",19,335.793658238257,259.223050010218,33.4328511612197,978,2.29028053451978,0.978,999
"Gonocephalum_simplex",1,NA,NA,NA,NA,NA,NA,999
"Gracilacus_sp.",3,341.63496,182.481772555518,62.8793312243931,909,2.53108906130892,0.909,999
"Grapevine_fanleaf_virus",3,175.803827111111,184.642873193894,65.1655926787958,843,-0.135639771226366,0.843,999
"Grapevine_virus_A",1,NA,NA,NA,NA,NA,NA,999
"Grovesinia_pyramidalis",101,238.280052523082,273.673884408301,16.1527833462542,3,-2.19119090044792,0.003,999
"Gryllotalpa_gryllotalpa",25,224.578321254408,263.742891823099,29.8449224250527,17,-1.31226913613338,0.017,999
"Gueriniella_serratulae",28,298.129251788265,265.714196877018,29.0336841922177,866,1.11646371492654,0.866,999
"Halyomorpha_halys",100,259.83495058208,272.03081073873,16.1148951291335,239,-0.75680667226943,0.239,999
"Harmonia_axyridis",3,112.586800888889,186.4707997989,66.7901818575771,8,-1.10621047667696,0.008,999
"Helicotylenchus_digonicus",44,317.880905840931,269.533901818104,23.4636102008439,972,2.06051002420287,0.972,999
"Helicotylenchus_dihystera",218,309.808140024658,273.711432448325,10.5160768638711,998,3.43252603072405,0.998,999
"Helicotylenchus_erythrinae",51,287.770988640677,270.633877244285,22.0310789657711,786,0.777860740412089,0.786,999
"Helicotylenchus_multicinctus",11,381.345316464996,251.546512621668,44.834819764701,992,2.89504462211578,0.992,999
"Helicotylenchus_pseudorobustus",64,260.381755630841,271.7380526603,20.0139546399268,289,-0.567418945119609,0.289,999
"Helicotylenchus_sp.",103,268.05232943338,272.901647060754,15.6726431661606,408,-0.309412877965891,0.408,999
"Heliococcus_bohemicus",31,295.391605556712,266.675334143563,27.9746401739478,841,1.02651084105423,0.841,999
"Heliothis_virescens",10,203.2777528,246.743811314054,46.1338109181437,35,-0.942173595655845,0.035,999
"Hemiberlesia_lataniae",357,276.597412049336,275.18112378626,8.56386783577133,579,0.165379509613761,0.579,999
"Hemiberlesia_rapax",194,247.774455420225,274.390733316905,11.3888670849469,4,-2.33704350908261,0.004,999
"Hemicriconemoides_chitwoodi",5,190.9195048,220.672025058199,58.4100522109275,297,-0.50937328648087,0.297,999
"Hemicriconemoides_mangiferae",8,225.840346223882,239.415305895946,47.2797962930686,715,-0.287119673441861,0.715,999
"Hemicriconemoides_sp.",24,240.582252451389,263.743815621307,32.1364546274778,390,-0.720725526147941,0.39,999
"Hemicriconemoides_wessoni",4,118.560346,204.805580653903,58.3577686220882,7,-1.47787067069695,0.007,999
"Hemicycliophora_arenaria",3,343.926351555556,184.165671551099,65.1344391044914,913.5,2.45278353818572,0.9135,999
"Hemicycliophora_sp.",54,380.01684810152,270.442393429439,21.5722459938156,1000,5.0794180032758,1,999
"Heterodera_sp.",69,297.592818677589,272.751253190539,19.0392146158169,897,1.30475788987706,0.897,999
"Heterodera_zeae",20,54.2577463,262.966569406979,34.3069366489774,1,-6.08357502864366,0.001,999
"Heteronychus_arator",2,135.7580645,138.720254115609,61.0240161907242,723,-0.0485413743722051,0.723,999
"Hippotion_celerio",16,231.910644351563,258.759154579203,38.2678011507167,382,-0.701595320878196,0.382,999
"Holocacista_capensis",1,NA,NA,NA,NA,NA,NA,999
"Homalodisca_vitripennis",4,167.410135875,203.459912293802,58.1388520184826,114,-0.620063437223386,0.114,999
"Hoplolaimus_pararobustus",5,204.9449224,219.744294748875,57.9076800678052,700,-0.255568386292559,0.7,999
"Hoplolaimus_sp.",6,210.840698388889,233.051584540694,58.3217849505128,620,-0.380833442780457,0.62,999
"Hop_stunt_viroid",7,170.607423020408,234.957443836788,51.9280524293619,3,-1.23921498700371,0.003,999
"Hyalesthes_obsoletus",6,178.953629333417,228.115962750476,53.9219630611695,24,-0.911731150464399,0.024,999
"Hyles_livornica",15,214.711656764444,257.240829367073,38.2085137330999,20,-1.11308105046195,0.02,999
"Hyphantria_cunea",19,297.992398260388,261.938241370682,35.4205062016519,819,1.01788937415086,0.819,999
"Hypothenemus_eruditus",4,254.611242875,206.668885917035,61.5176070017171,853,0.779327403886619,0.853,999
"Icerya_aegyptiaca",111,258.202889202104,273.139065239221,14.8970880360864,169,-1.00262386856649,0.169,999
"Icerya_purchasi",205,235.17680841912,274.053847477355,11.3536833706498,1,-3.42417854973269,0.001,999
"Icerya_schrottkyi",1,NA,NA,NA,NA,NA,NA,999
"Icerya_seychellarum",124,261.663846985,273.409130686401,14.5395378507393,229,-0.807816852363242,0.229,999
"Ilyonectria_radicicola",93,369.782778682471,272.344832891416,16.3061744842877,1000,5.97552454040916,1,999
"Inglisia_vitrea",9,191.958777185185,244.854448259358,47.6822842952398,8,-1.10933592750408,0.008,999
"Jacobiasca_lybica",1,NA,NA,NA,NA,NA,NA,999
"Kalotermes_flavicollis",4,101.867975625,209.384517708701,63.2761189310201,1,-1.6991646121803,0.001,999
"Kerria_lacca",45,200.493928556896,268.852694234895,24.012978888407,1,-2.8467424219076,0.001,999
"Lasiodiplodia_theobromae",557,294.332355660322,275.279321795795,6.34495000855368,998,3.00286587582899,0.998,999
"Lecanium_corni",149,240.921170962527,273.312699859979,12.8848745994315,2,-2.51391883153307,0.002,999
"Lecanodiaspis_rugosa",6,188.222384833633,227.538665003126,53.9975157044992,69,-0.728112759569354,0.069,999
"Lepadoretus_sinicus",19,223.674273263173,258.865946373515,34.5319511502533,66,-1.01910468242058,0.066,999
"Lepidosaphes_buzenensis",3,12.2138408888889,185.295757542872,66.3462958370923,1,-2.60876533452555,0.001,999
"Lepidosaphes_gloverii",33,280.137981208251,266.469069493305,26.4834861265836,670,0.516129623177727,0.67,999
"Lepidosaphes_laterochitinosa",33,265.205188818912,267.638187680437,26.4298147178342,559,-0.0920550857998824,0.559,999
"Lepidosaphes_malicola",36,266.20810349537,266.697403755936,24.5983830129903,583,-0.0198915619903559,0.583,999
"Lepidosaphes_ulmi",234,268.855862206935,274.693613905396,10.6538263758577,302,-0.54794883007391,0.302,999
"Lepidosaphes_ussuriensis",11,198.369009123967,252.751881314278,45.6442573568155,6,-1.19145047678579,0.006,999
"Leucaspis_vitis",1,NA,NA,NA,NA,NA,NA,999
"Limothrips_cerealium",7,304.372756244971,235.232208563348,51.7250111000785,800,1.33669469007651,0.8,999
"Lobesia_botrana",18,225.240773123457,259.945456588709,35.9008912477664,119,-0.966680276145281,0.119,999
"Longidorus_africanus",8,216.828733000066,243.205269594885,50.4659046592693,471,-0.522660532351602,0.471,999
"Longidorus_crataegi",1,NA,NA,NA,NA,NA,NA,999
"Longidorus_elongatus",27,231.65440613445,264.189613788398,30.2814114746053,108,-1.07442837270753,0.108,999
"Longidorus_euonymus",1,NA,NA,NA,NA,NA,NA,999
"Longidorus_magnus",4,161.948942875,204.300303817587,59.8473660032268,66,-0.707656222335722,0.066,999
"Lopholeucaspis_japonica",73,232.575511117331,270.774487468946,18.4224966021526,2,-2.07349618113928,0.002,999
"Lycorma_delicatula",9,153.220855012346,245.249214229084,49.3580135251028,1,-1.86450694920965,0.001,999
"Maconellicoccus_hirsutus",208,244.102802706641,273.871523332328,10.8416079188988,1,-2.74578465190526,0.001,999
"Macrophoma_viticola",7,115.621649387755,235.633299244269,53.0840517582378,1,-2.26078541259598,0.001,999
"Macrosiphum_euphorbiae",10,219.93015302,248.877369348113,46.0142505677497,354,-0.629092421824682,0.354,999
"Mamestra_brassicae",10,203.840023740054,247.765441191521,45.2392895643013,26,-0.970957277943836,0.026,999
"Margarodes_vitis",1,NA,NA,NA,NA,NA,NA,999
"Melanaspis_arnaldoi",2,121.287254,136.469078589587,58.7748604726523,293.5,-0.258304732116743,0.2935,999
"Meloidodera_sp.",12,367.9304805,253.086506713428,43.4535269047326,987,2.64291490166852,0.987,999
"Meloidogyne_arenaria",399,239.340765262586,274.929996411816,7.94563677683517,1,-4.47909112243684,0.001,999
"Meloidogyne_chitwoodi",107,212.589929855015,272.511290149559,15.574385566773,1,-3.84743013055894,0.001,999
"Meloidogyne_hapla",645,223.407866963194,274.970322958543,6.3118193153146,1,-8.16919075459616,0.001,999
"Meloidogyne_hispanica",4,193.65422575,209.918740945712,64.712924356625,723.5,-0.251333336538472,0.7235,999
"Meloidogyne_incognita",888,246.019397429347,275.06904751446,4.96676986389306,1,-5.84880130973956,0.001,999
"Meloidogyne_javanica",782,236.78951923789,275.103763830438,5.4912361203793,1,-6.97734421769897,0.001,999
"Meloidogyne_sp.",1598,249.642884266109,275.303163463408,3.47583027772436,1,-7.38248911684461,0.001,999
"Meloidogyne_thamesi",4,172.223917375,210.607208256787,64.8831402863791,146,-0.591575726951126,0.146,999
"Melolontha_melolontha",20,361.294652905,261.991973787048,33.7483685966154,993,2.94244383498617,0.993,999
"Merlinius_nanus",2,118.578604,137.704283674675,63.2109842328454,264.5,-0.30256892701154,0.2645,999
"Merophyas_divulsana",1,NA,NA,NA,NA,NA,NA,999
"Mesocriconema_rusticum",24,134.894384583333,265.394319849859,32.8774827899071,1,-3.96928001150341,0.001,999
"Metcalfa_pruinosa",19,213.471599479224,260.01255597039,33.7886670304853,2,-1.37741321518174,0.002,999
"Monilinia_fructigena",30,143.980569493333,266.154901908034,28.4791816642116,1,-4.28995235380064,0.001,999
"Mucor_circinelloides",11,402.463826049587,250.02729735343,44.2443524441629,994,3.44533302614236,0.994,999
