"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs"
"Acanthacris_ruficornis",3,163.891434222222,180.705800639566,60.837385289457,504,-0.276382134724285,0.504,999
"Achatina_fulica",71,253.931778296996,271.564340882746,18.3687812746142,192,-0.959920112398414,0.192,999
"Adoretus_sinicus",18,225.171971512385,261.03367172068,35.5401224207118,94,-1.00904830275417,0.094,999
"Agriotes_lineatus",6,368.898771888889,231.713842526398,55.2628477283455,978,2.48240789249312,0.978,999
"Agrotis_segetum",26,285.927374251047,265.609448853937,30.1122992744953,745,0.674738425382192,0.745,999
"Albonectria_rigidiuscula",38,282.971047497075,268.817368276365,25.5722484758413,738,0.553478089112137,0.738,999
"Aleurocanthus_spiniferus",11,222.834973520661,254.690333577766,46.5306183711819,337,-0.684610718108006,0.337,999
"Alfalfa_mosaic_virus",38,214.083204202216,269.131217385375,25.4674805689602,1,-2.16150211773409,0.001,999
"Alternaria_alternata",591,281.847568195721,275.461063765646,6.34008992443018,840,1.00732079610823,0.84,999
"Ametastegia",12,210.806207416667,251.565696330797,41.8267758095852,32,-0.974483165991245,0.032,999
"Ampelophaga_rubiginosa",4,132.4610515,211.039681411435,63.9090158647811,5,-1.2295390383994,0.005,999
"Amphicerus_bimaculatus",2,121.287254,135.537626622128,57.6153788719039,296,-0.247336265093574,0.296,999
"Amyelois_transitella",2,121.2872535,139.61103484584,63.131838829277,313.5,-0.290246279621149,0.3135,999
"Anacridium_rubrispinum",3,160.512494222222,188.299027202307,67.6420042834182,298,-0.410788137850853,0.298,999
"Anastrepha_fraterculus",18,216.251580962963,263.518099581964,36.1247189410816,11,-1.30842592010449,0.011,999
"Anomala_cuprea",3,342.838804444444,184.548704073665,64.3447624163124,913,2.46003084674768,0.913,999
"Anomala_dubia",2,325.050028,139.412624532025,62.2147267850661,947,2.98381770781215,0.947,999
"Aonidiella_aurantii",188,300.008826357046,274.034049714383,12.0949787067943,977,2.14756695917719,0.977,999
"Aonidiella_inornata",22,306.092680896677,263.866138394725,33.2860150371204,894,1.26859711067428,0.894,999
"Aonidiella_orientalis",187,259.352410675057,274.342174430875,11.9315467619028,102,-1.25631354047745,0.102,999
"Apate_monachus",10,196.96448032,247.922892887233,45.94138618415,11,-1.10920494133487,0.011,999
"Aphis_fabae",18,225.414569339506,260.874818426008,36.2098439299149,114,-0.979298589497812,0.114,999
"Aphis_gossypii",20,230.33341494,262.96626120374,33.9199282953524,188,-0.96205528442145,0.188,999
"Aphis_spiraecola",19,214.693445152355,264.467095916447,35.2858369544347,3,-1.41058438909543,0.003,999
"Arabis_mosaic_virus",26,259.635385106509,266.255049443918,29.6234039407169,387,-0.223460624263742,0.387,999
"Argyrotaenia_ljungiana",2,325.050028,135.631424843337,59.264320605014,967.5,3.19616594306553,0.9675,999
"Armillaria_luteobubalina",79,257.751768606313,273.339650575987,17.5852346065429,203,-0.88641876656423,0.203,999
"Armillaria_mellea",483,380.579008520073,276.130835990733,7.26402845149544,1000,14.3788220581429,1,999
"Artichoke_Italian_latent_virus",9,163.617108049383,245.92261794098,48.1037084437661,1,-1.71100134593184,0.001,999
"Aspergillus_niger",84,298.614657337758,273.251521776511,17.2801718447752,913,1.46775945222533,0.913,999
"Aspidiotus_destructor",135,263.149608177377,274.193942141053,13.9023290968705,223,-0.794423285963117,0.223,999
"Aspidiotus_ligusticus",4,184.024609,207.242367183024,62.425338818308,436,-0.371928428784351,0.436,999
"Aspidiotus_nerii",425,290.228262157938,275.219914527207,7.45236150130751,978,2.01390493846788,0.978,999
"Asterococcus_muratae",13,223.428521822457,254.870050693022,41.5961873769313,245,-0.755875258125271,0.245,999
"Asymmetrasca_decedens",5,187.97911952,221.627152264768,58.7456195294331,195,-0.572775179056711,0.195,999
"Autographa_gamma",7,193.797357306122,235.535045745425,51.044473804094,57,-0.817673008041772,0.057,999
"Bactrocera_tryoni",31,231.265141378073,267.074224326281,27.5717394223061,52,-1.29876038648609,0.052,999
"Botryosphaeria_dothidea",249,304.105738159178,274.612687760858,9.88830406535539,997,2.98261968921972,0.997,999
"Botryosphaeria_obtusa",169,308.169475444996,273.968619769818,12.2924234543957,991,2.78227119347635,0.991,999
"Botryosphaeria_parva",108,366.684387730906,273.047227818672,14.843969556304,1000,6.30809431109805,1,999
"Botryosphaeria_stevensii",48,409.270693221007,270.507169899512,21.9286983644916,1000,6.32794163223978,1,999
"Botryotinia_fuckeliana",690,317.826668611346,275.611425029239,5.71554824617164,1000,7.38603573338459,1,999
"Botryotinia_pseudofuckeliana",3,163.891434666667,180.057471650315,56.8109696689595,472,-0.284558370995057,0.472,999
"Botrytis_pseudocinerea",4,156.21734275,204.805837401228,58.2459620199643,33,-0.834195074923365,0.033,999
"Brevipalpus_californicus",14,280.282389234694,257.028508124415,40.0419209711178,694,0.580738399814837,0.694,999
"Brevipalpus_chilensis",8,200.39669,241.285476032383,48.5732025699303,56,-0.841797202346615,0.056,999
