"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs"
"Alternaria_alternata",757,274.641521097736,292.825118465907,5.37023842815796,2,-3.3859944230463,0.002,999
"Ampeloglypter_ater",0,NA,NA,NA,NA,NA,NA,999
"Aspergilus_niger",1,NA,NA,NA,NA,NA,NA,999
"Botrytis_cinerea",839,309.171688548638,292.789815042353,4.74892120852801,999,3.44959892719762,0.999,999
"Calosphaeria_alnicola",3,239.077654,294.682581328619,111.422713444927,234.5,-0.499044814198524,0.2345,999
"closterovirus ",0,NA,NA,NA,NA,NA,NA,999
"Daktulosphaira_vitifoliae",0,NA,NA,NA,NA,NA,NA,999
"Elsino‘_ampelina",5,66.3505632,287.077021799304,78.0516743380674,1,-2.82795289750308,0.001,999
"Erostella_minima",1,NA,NA,NA,NA,NA,NA,999
"Erysiphe_necator ",5,60.5969846,286.795248850452,77.6229776790448,1,-2.91406321960149,0.001,999
"Eutypa_lata",98,231.386133861809,292.642106613203,17.6535747121322,1,-3.46989058874839,0.001,999
"Grapevine Leafroll_Associated Viruses",0,NA,NA,NA,NA,NA,NA,999
"Grapevinephytoplasma_diseases",0,NA,NA,NA,NA,NA,NA,999
"Greeneria_uvicola",2,51.513832,283.865426646627,127.198013448582,8,-1.82669200836656,0.008,999
"Guignardia_Bidwellii",11,73.8509170909091,288.733374560921,52.6991504391765,1,-4.07753171880867,0.001,999
"Helicotylenchus_pseudorobustus",0,NA,NA,NA,NA,NA,NA,999
"Lasiodiplodia_theobromae",529,290.968233317097,292.760998111968,6.95011692564312,402,-0.257947429381483,0.402,999
"Meloidogyne_arenaria",4,246.885267666817,292.143742011988,90.4000778951971,385,-0.500646408708193,0.385,999
"Meloidogyne_hapla",2,271.5161290003,290.241323393155,133.51547251073,764,-0.140247373886573,0.764,999
"Meloidogyne_incognita",11,239.669313890909,294.870152871512,56.9073199935567,134,-0.970012978767109,0.134,999
"Meloidogyne_javanica",3,181.884150666533,294.900798868234,109.547641259226,13,-1.03166665117203,0.013,999
"Mesocriconema_xenoplax",96,296.648665376754,292.973715420852,17.9964745991054,604,0.204203880913693,0.604,999
"Mycosphaerella_angulata",1,NA,NA,NA,NA,NA,NA,999
"Otiorhynchus_sulcatus",1,NA,NA,NA,NA,NA,NA,999
"Paratrichodorus_minor",58,327.035141238857,292.036475350155,23.4431720522039,921,1.49291511450609,0.921,999
"Phaeoacremonium_aleophilum",3,510.590413333333,295.003086178824,108.123070164016,851.5,1.99390682143484,0.8515,999
"Phaeoacremonium_minimum",9,333.986681222222,291.723351491938,59.72269378307,692,0.707659468338727,0.692,999
"Phaeomoniella_aleophilum",1,NA,NA,NA,NA,NA,NA,999
"Phaeomoniella_chlamydospora",1,NA,NA,NA,NA,NA,NA,999
"Phomopsis_viticola",2,51.513832,283.865426646627,127.198013448582,8,-1.82669200836656,0.008,999
"Planococcus_ficus",1,NA,NA,NA,NA,NA,NA,999
"Plasmopara_viticola",24,72.6428959818841,290.433938298853,38.0812637908483,1,-5.7191127771686,0.001,999
"Pleurostoma_minimum",2,237.157207,293.777194656633,135.154634722222,184,-0.418927458706849,0.184,999
"Popillia_japonica",1,NA,NA,NA,NA,NA,NA,999
"Pseudocercospora_vitis",9,69.1903397222222,291.312327979103,60.7317386869713,1,-3.65742843954726,0.001,999
"Pseudococcus_longispinus",89,350.328385133034,292.005538244062,17.9397016976004,997,3.25104886759474,0.997,999
"Pseudococcus_viburni",106,273.620025566926,292.177583271596,17.3771469727709,134,-1.06792891455357,0.134,999
"Pseudopezicula_tetrsaspora",5,60.5969846,286.795248850452,77.6229776790448,1,-2.91406321960149,0.001,999
"Sourrot_yeasts",0,NA,NA,NA,NA,NA,NA,999
"Togninia_minima",2,247.468473,295.194303376348,139.000535859033,452,-0.343349974022751,0.452,999
"TomRSV",4,154.449131666667,291.568797037022,91.4259142795952,1,-1.49978992773342,0.001,999
"Tylenchorhynchus_clarus",19,276.761517976608,292.046090786331,40.455970834977,302,-0.37780758919543,0.302,999
"Tylenchulus_semipenetrans",3,241.356515333333,291.142192334306,104.764489042059,270,-0.475215194157876,0.27,999
"Xiphinema_americanum",77,347.322137550156,293.115607521938,20.5826295468043,995,2.63360567729957,0.995,999
"Xiphinema_index",4,161.138346,292.638591451958,95.4357162768721,2,-1.37789341959207,0.002,999
"Xylella_fastidiosa",22,174.644080398268,292.361386947253,38.6293928131341,1,-3.04735068237883,0.001,999
