"","my.paths","FPD2","SES.FPD2"
"1","Agrobacterium_vitis",NA,NA
"2","Alternaria_alternata",267.799525838129,-0.39162654738088
"3","Ampeloglypter_ater",1.985059,-6.07442351499192
"4","Aspergilus_niger",3.375182,-4.28263649087604
"5","Botrytis_cinerea",251.205638242308,-5.86065115959987
"6","Calosphaeria_alnicola",0,-15.6100466009087
"7","closterovirus ",1.985059,-5.90436486080656
"8","Daktulosphaira_vitifoliae",1.985059,-6.12180935246818
"9","Elsino‘_ampelina",3.375182,-4.25494346786118
"10","Erostella_minima",NA,NA
"11","Erysiphe_necator ",0.594936,-4.24457419622023
"12","Eutypa_lata",223.941847536585,-4.95820786933438
"13","Grapevine Leafroll_Associated Viruses",1.985059,-6.06458145515597
"14","Grapevinephytoplasma_diseases",1.985059,-6.05641060435129
"15","Greeneria_uvicola",3.375182,-4.26109201825803
"16","Guignardia_Bidwellii",3.375182,-4.36605403757588
"17","Helicotylenchus_pseudorobustus",302.249362842105,2.39972589443958
"18","Lasiodiplodia_theobromae",266.061310348958,-0.708482698413769
"19","Meloidogyne_arenaria",278.453223,0.895179703395008
"20","Meloidogyne_hapla",240.562444666667,-2.65569990883973
"21","Meloidogyne_incognita",265.493278929825,-0.449912244000307
"22","Meloidogyne_javanica",292.748963457143,2.48145380317885
"23","Mesocriconema_xenoplax",275.192030114286,1.15919212083041
"24","Mycosphaerella_angulata",3.375182,-4.28589547344749
"25","Otiorhynchus_sulcatus",177.613759,-4.29354029320558
"26","Paratrichodorus_minor",275.340139743363,1.25157292516516
"27","Phaeoacremonium_aleophilum",216.546700764706,-3.51624089756169
"28","Phaeoacremonium_minimum",244.564106125,-1.52522184514767
"29","Phaeomoniella_aleophilum",NA,NA
"30","Phaeomoniella_chlamydospora",NA,NA
"31","Phomopsis_viticola",3.375182,-4.18268422942969
"32","Planococcus_ficus",244.088782533333,-1.50416740191333
"33","Plasmopara_viticola",1.985059,-5.76365309513541
"34","Pleurostoma_minimum",NA,NA
"35","Popillia_japonica",228.707777034483,-3.50851585346016
"36","Pseudocercospora_vitis",1.985059,-6.09909604459925
"37","Pseudococcus_longispinus",274.091866122449,0.557662941131239
"38","Pseudococcus_viburni",255.050461381818,-1.74373268574147
"39","Pseudomonas_syringae",238.331013,-0.665236442020121
"40","Pseudopezicula_tetrsaspora",0.594936,-4.33437311595377
"41","Sourrot_yeasts",195.236158,-4.11672380848711
"42","Togninia_minima",243.4680772,-0.91400255042937
"43","TomRSV",NA,NA
"44","Tylenchorhynchus_clarus",261.209238105691,-1.50959914020827
"45","Tylenchulus_semipenetrans",234.2458095,-1.91932925908191
"46","Xiphinema_americanum",255.533815950311,-3.15140971427414
"47","Xiphinema_index",234.874666166667,-2.74434691129172
"48","Xylella_fastidiosa",220.7893244375,-3.18171058005872
"49","Xylophilus_ampelinus",NA,NA
